Strike	Nominal	Expiry	Mat
0.003955	 2.7557	 0.5	 1.0
0.003955	 1.1718	 0.5	 1.5
0.003955	 1.5455	 1.0	 1.5
0.003955	 2.6793	 1.0	 2.0
0.003955	 2.0815	 1.0	 2.5
0.003955	 0.5604	 1.5	 2.5
0.003955	 2.6048	 1.5	 3.0
0.003955	 2.5681	 1.5	 3.5
0.003955	 0.1818	 1.5	 4.0
0.003955	 2.3501	 2.0	 4.0
0.003955	 2.4961	 2.0	 4.5
0.003955	 0.7007	 2.0	 5.0
0.003955	 1.7601	 2.5	 5.0
0.003955	 2.4258	 2.5	 5.5
0.003955	 1.0145	 2.5	 6.0
0.003955	 1.3768	 3.0	 6.0
0.003955	 2.3572	 3.0	 6.5
0.003955	 1.1406	 3.0	 7.0
0.003955	 1.1828	 3.5	 7.0
0.003955	 2.2901	 3.5	 7.5
0.003955	 1.0950	 3.5	 8.0
0.003955	 1.1622	 4.0	 8.0
0.003955	 2.2247	 4.0	 8.5
0.003955	 0.8927	 4.0	 9.0
0.003955	 1.2998	 4.5	 9.0
0.003955	 2.1607	 4.5	 9.5
0.003955	 0.5479	 4.5	 10.0
0.003955	 1.5814	 5.0	 10.0
0.003955	 2.0983	 5.0	 10.5
0.003955	 0.0737	 5.0	 11.0
0.003955	 1.9939	 5.5	 11.0
0.003955	 1.5199	 5.5	 11.5
0.003955	 0.5175	 6.0	 11.5
0.003955	 2.0075	 6.0	 12.0
0.003955	 0.7635	 6.0	 12.5
0.003955	 1.2144	 6.5	 12.5
0.003955	 1.8624	 6.5	 13.0
0.003955	 0.0863	 7.0	 13.0
0.003955	 1.9199	 7.0	 13.5
0.003955	 0.8717	 7.0	 14.0
0.003955	 1.0196	 7.5	 14.0
0.003955	 1.6713	 7.5	 14.5
0.003955	 0.1918	 8.0	 14.5
0.003955	 1.8353	 8.0	 15.0
0.003955	 0.4882	 8.0	 15.5
0.003955	 1.3197	 8.5	 15.5
0.003955	 1.0308	 8.5	 16.0
0.003955	 0.7499	 9.0	 16.0
0.003955	 1.4457	 9.0	 16.5
0.003955	 0.3081	 9.5	 16.5
0.003955	 1.7273	 9.5	 17.0
0.003955	 0.0148	 9.5	 17.5
0.003955	 1.6863	 10.0	 17.5
0.003955	 0.2274	 10.0	 18.0
0.003955	 1.4478	 10.5	 18.0
0.003955	 0.3379	 10.5	 18.5
0.003955	 1.3118	 11.0	 18.5
0.003955	 0.3537	 11.0	 19.0
0.003955	 1.2707	 11.5	 19.0
0.003955	 0.2820	 11.5	 19.5
0.003955	 1.3174	 12.0	 19.5
0.003955	 0.1296	 12.0	 20.0
0.003955	 1.3478	 12.5	 20.0
0.003955	 0.0973	 13.0	 20.0
0.003955	 1.1576	 13.0	 20.5
0.003955	 0.3928	 13.5	 20.5
0.003955	 0.7749	 13.5	 21.0
0.003955	 0.7514	 14.0	 21.0
0.003955	 0.3347	 14.0	 21.5
0.003955	 1.0096	 14.5	 21.5
0.003955	 0.1582	 15.0	 21.5
0.003955	 0.7798	 15.0	 22.0
0.003955	 0.6994	 15.5	 22.0
0.003955	 0.1716	 15.5	 22.5
0.003955	 0.8081	 16.0	 22.5
0.003955	 0.4762	 16.5	 22.5
0.003955	 0.2732	 16.5	 23.0
0.003955	 0.6944	 17.0	 23.0
0.003955	 0.4654	 17.5	 23.0
0.003955	 0.1776	 17.5	 23.5
0.003955	 0.5949	 18.0	 23.5
0.003955	 0.5500	 18.5	 23.5
0.003955	 0.0879	 19.0	 23.5
0.003955	 0.4201	 19.0	 24.0
0.003955	 0.4688	 19.5	 24.0
0.003955	 0.4322	 20.0	 24.0
0.003955	 0.0669	 20.5	 24.0
0.003955	 0.3311	 20.5	 24.5
0.003955	 0.3661	 21.0	 24.5
0.003955	 0.3364	 21.5	 24.5
0.003955	 0.3087	 22.0	 24.5
0.003955	 0.0237	 22.5	 24.5
0.003955	 0.2591	 22.5	 25.0
0.003955	 0.2588	 23.0	 25.0
0.003955	 0.2364	 23.5	 25.0
0.003955	 0.2155	 24.0	 25.0
0.003955	 0.1962	 24.5	 25.0
