Strike	Nominal	Expiry	Mat
0.0119935	 1.9706	 0.5	 1.0
0.0119935	 2.4134	 1.0	 1.5
0.0119935	 1.3906	 1.0	 2.0
0.0119935	 1.0014	 1.5	 2.0
0.0119935	 2.3708	 1.5	 2.5
0.0119935	 0.7424	 1.5	 3.0
0.0119935	 1.6074	 2.0	 3.0
0.0119935	 2.3291	 2.0	 3.5
0.0119935	 0.0293	 2.0	 4.0
0.0119935	 2.2792	 2.5	 4.0
0.0119935	 1.5429	 2.5	 4.5
0.0119935	 0.7454	 3.0	 4.5
0.0119935	 2.2681	 3.0	 5.0
0.0119935	 0.6696	 3.0	 5.5
0.0119935	 1.5786	 3.5	 5.5
0.0119935	 1.9701	 3.5	 6.0
0.0119935	 0.2584	 4.0	 6.0
0.0119935	 2.2090	 4.0	 6.5
0.0119935	 0.9513	 4.0	 7.0
0.0119935	 1.2384	 4.5	 7.0
0.0119935	 2.0548	 4.5	 7.5
0.0119935	 0.1158	 5.0	 7.5
0.0119935	 2.1517	 5.0	 8.0
0.0119935	 0.9042	 5.0	 8.5
0.0119935	 1.2288	 5.5	 8.5
0.0119935	 1.8257	 5.5	 9.0
0.0119935	 0.2888	 6.0	 9.0
0.0119935	 2.0962	 6.0	 9.5
0.0119935	 0.5561	 6.0	 10.0
0.0119935	 1.5219	 6.5	 10.0
0.0119935	 1.3095	 6.5	 10.5
0.0119935	 0.7506	 7.0	 10.5
0.0119935	 1.9749	 7.0	 11.0
0.0119935	 0.0674	 7.5	 11.0
0.0119935	 2.0247	 7.5	 11.5
0.0119935	 0.5310	 7.5	 12.0
0.0119935	 1.4763	 8.0	 12.0
0.0119935	 1.0479	 8.0	 12.5
0.0119935	 0.9422	 8.5	 12.5
0.0119935	 1.4865	 8.5	 13.0
0.0119935	 0.4866	 9.0	 13.0
0.0119935	 1.8497	 9.0	 13.5
0.0119935	 0.1065	 9.5	 13.5
0.0119935	 1.9395	 9.5	 14.0
0.0119935	 0.2011	 9.5	 14.5
0.0119935	 1.7218	 10.0	 14.5
0.0119935	 0.4390	 10.0	 15.0
0.0119935	 1.4676	 10.5	 15.0
0.0119935	 0.6101	 10.5	 15.5
0.0119935	 1.2804	 11.0	 15.5
0.0119935	 0.7168	 11.0	 16.0
0.0119935	 1.1576	 11.5	 16.0
0.0119935	 0.7620	 11.5	 16.5
0.0119935	 1.0966	 12.0	 16.5
0.0119935	 0.7479	 12.0	 17.0
0.0119935	 1.0950	 12.5	 17.0
0.0119935	 0.6771	 12.5	 17.5
0.0119935	 1.1502	 13.0	 17.5
0.0119935	 0.5518	 13.0	 18.0
0.0119935	 1.2601	 13.5	 18.0
0.0119935	 0.3744	 13.5	 18.5
0.0119935	 1.4224	 14.0	 18.5
0.0119935	 0.1469	 14.0	 19.0
0.0119935	 1.5063	 14.5	 19.0
0.0119935	 0.1285	 15.0	 19.0
0.0119935	 1.3171	 15.0	 19.5
0.0119935	 0.4497	 15.5	 19.5
0.0119935	 0.9371	 15.5	 20.0
0.0119935	 0.8150	 16.0	 20.0
0.0119935	 0.5153	 16.0	 20.5
0.0119935	 1.2223	 16.5	 20.5
0.0119935	 0.0533	 16.5	 21.0
0.0119935	 1.2228	 17.0	 21.0
0.0119935	 0.4470	 17.5	 21.0
0.0119935	 0.7249	 17.5	 21.5
0.0119935	 0.9838	 18.0	 21.5
0.0119935	 0.1389	 18.0	 22.0
0.0119935	 1.0754	 18.5	 22.0
0.0119935	 0.4803	 19.0	 22.0
0.0119935	 0.5494	 19.0	 22.5
0.0119935	 0.9856	 19.5	 22.5
0.0119935	 0.1457	 20.0	 22.5
0.0119935	 0.7974	 20.0	 23.0
0.0119935	 0.8695	 20.5	 23.0
0.0119935	 0.0326	 20.5	 23.5
0.0119935	 0.8625	 21.0	 23.5
0.0119935	 0.7580	 21.5	 23.5
0.0119935	 0.0663	 21.5	 24.0
0.0119935	 0.7876	 22.0	 24.0
0.0119935	 0.7522	 22.5	 24.0
0.0119935	 0.0335	 23.0	 24.0
0.0119935	 0.6845	 23.0	 24.5
0.0119935	 0.6851	 23.5	 24.5
0.0119935	 0.2566	 24.0	 24.5
0.0119935	 0.3968	 24.0	 25.0
0.0119935	 0.6228	 24.5	 25.0
