Strike	Nominal	Expiry	Mat
0.01314894645966258	 2.0765	 0.5	 1.0
0.01314894645966258	 2.0590	 0.5	 1.5
0.01314894645966258	 2.0418	 0.5	 2.0
0.01314894645966258	 2.0247	 0.5	 2.5
0.01314894645966258	 0.6986	 0.5	 3.0
0.01314894645966258	 1.3092	 1.0	 3.0
0.01314894645966258	 1.9910	 1.0	 3.5
0.01314894645966258	 1.9745	 1.0	 4.0
0.01314894645966258	 1.9581	 1.0	 4.5
0.01314894645966258	 1.9419	 1.0	 5.0
0.01314894645966258	 0.6328	 1.0	 5.5
0.01314894645966258	 1.2931	 1.5	 5.5
0.01314894645966258	 1.9100	 1.5	 6.0
0.01314894645966258	 1.8943	 1.5	 6.5
0.01314894645966258	 1.8788	 1.5	 7.0
0.01314894645966258	 1.7704	 1.5	 7.5
0.01314894645966258	 0.0930	 2.0	 7.5
0.01314894645966258	 1.8483	 2.0	 8.0
0.01314894645966258	 1.8333	 2.0	 8.5
0.01314894645966258	 1.8184	 2.0	 9.0
0.01314894645966258	 1.8037	 2.0	 9.5
0.01314894645966258	 0.4026	 2.0	 10.0
0.01314894645966258	 1.3865	 2.5	 10.0
0.01314894645966258	 1.7747	 2.5	 10.5
0.01314894645966258	 1.7605	 2.5	 11.0
0.01314894645966258	 1.7464	 2.5	 11.5
0.01314894645966258	 0.2846	 2.5	 12.0
0.01314894645966258	 1.4478	 3.0	 12.0
0.01314894645966258	 1.7187	 3.0	 12.5
0.01314894645966258	 1.7050	 3.0	 13.0
0.01314894645966258	 1.3253	 3.0	 13.5
0.01314894645966258	 0.3662	 3.5	 13.5
0.01314894645966258	 1.6782	 3.5	 14.0
0.01314894645966258	 1.6650	 3.5	 14.5
0.01314894645966258	 1.6519	 3.5	 15.0
0.01314894645966258	 0.1605	 3.5	 15.5
0.01314894645966258	 1.4785	 4.0	 15.5
0.01314894645966258	 1.6263	 4.0	 16.0
0.01314894645966258	 1.6136	 4.0	 16.5
0.01314894645966258	 0.2010	 4.0	 17.0
0.01314894645966258	 1.4001	 4.5	 17.0
0.01314894645966258	 1.5887	 4.5	 17.5
0.01314894645966258	 1.3925	 4.5	 18.0
0.01314894645966258	 0.1840	 5.0	 18.0
0.01314894645966258	 1.5644	 5.0	 18.5
