Strike	Nominal	Expiry	Mat
0.0049	 1.9712	 0.5	 1.0
0.0049	 2.3606	 1.0	 1.5
0.0049	 1.4465	 1.0	 2.0
0.0049	 0.8832	 1.5	 2.0
0.0049	 2.2992	 1.5	 2.5
0.0049	 0.8839	 1.5	 3.0
0.0049	 1.3851	 2.0	 3.0
0.0049	 2.2392	 2.0	 3.5
0.0049	 0.2867	 2.0	 4.0
0.0049	 1.9230	 2.5	 4.0
0.0049	 1.8380	 2.5	 4.5
0.0049	 0.3425	 3.0	 4.5
0.0049	 2.1517	 3.0	 5.0
0.0049	 1.1222	 3.0	 5.5
0.0049	 1.0010	 3.5	 5.5
0.0049	 2.0950	 3.5	 6.0
0.0049	 0.3809	 3.5	 6.5
0.0049	 1.6862	 4.0	 6.5
0.0049	 1.6562	 4.0	 7.0
0.0049	 0.3833	 4.5	 7.0
0.0049	 2.0123	 4.5	 7.5
0.0049	 0.8171	 4.5	 8.0
0.0049	 1.1683	 5.0	 8.0
0.0049	 1.9194	 5.0	 8.5
0.0049	 0.0394	 5.5	 8.5
0.0049	 1.9324	 5.5	 9.0
0.0049	 0.9953	 5.5	 9.5
0.0049	 0.9111	 6.0	 9.5
0.0049	 1.8806	 6.0	 10.0
0.0049	 0.0591	 6.0	 10.5
0.0049	 1.7961	 6.5	 10.5
0.0049	 0.9425	 6.5	 11.0
0.0049	 0.8874	 7.0	 11.0
0.0049	 1.7431	 7.0	 11.5
0.0049	 0.0620	 7.5	 11.5
0.0049	 1.7805	 7.5	 12.0
0.0049	 0.6839	 7.5	 12.5
0.0049	 1.0723	 8.0	 12.5
0.0049	 1.3537	 8.0	 13.0
0.0049	 0.3785	 8.5	 13.0
0.0049	 1.7084	 8.5	 13.5
0.0049	 0.2423	 8.5	 14.0
0.0049	 1.4426	 9.0	 14.0
0.0049	 0.7934	 9.0	 14.5
0.0049	 0.8683	 9.5	 14.5
0.0049	 1.2778	 9.5	 15.0
0.0049	 0.3610	 10.0	 15.0
0.0049	 1.6160	 10.0	 15.5
0.0049	 0.0825	 10.0	 16.0
0.0049	 1.5111	 10.5	 16.0
0.0049	 0.4649	 10.5	 16.5
0.0049	 1.1065	 11.0	 16.5
0.0049	 0.7892	 11.0	 17.0
0.0049	 0.7603	 11.5	 17.0
0.0049	 1.0579	 11.5	 17.5
0.0049	 0.4699	 12.0	 17.5
0.0049	 1.2737	 12.0	 18.0
0.0049	 0.2327	 12.5	 18.0
0.0049	 1.4390	 12.5	 18.5
0.0049	 0.0462	 13.0	 18.5
0.0049	 1.4643	 13.0	 19.0
0.0049	 0.0921	 13.0	 19.5
0.0049	 1.3515	 13.5	 19.5
0.0049	 0.1843	 13.5	 20.0
0.0049	 1.2388	 14.0	 20.0
0.0049	 0.2329	 14.0	 20.5
0.0049	 1.1700	 14.5	 20.5
0.0049	 0.2399	 14.5	 21.0
0.0049	 1.1430	 15.0	 21.0
0.0049	 0.2074	 15.0	 21.5
0.0049	 1.1558	 15.5	 21.5
0.0049	 0.1373	 15.5	 22.0
0.0049	 1.2063	 16.0	 22.0
0.0049	 0.0317	 16.0	 22.5
0.0049	 1.1849	 16.5	 22.5
0.0049	 0.1078	 17.0	 22.5
0.0049	 1.0260	 17.0	 23.0
0.0049	 0.2792	 17.5	 23.0
0.0049	 0.8055	 17.5	 23.5
0.0049	 0.4809	 18.0	 23.5
0.0049	 0.5564	 18.0	 24.0
0.0049	 0.7113	 18.5	 24.0
0.0049	 0.2806	 18.5	 24.5
0.0049	 0.9481	 19.0	 24.5
0.0049	 0.0207	 19.5	 24.5
0.0049	 0.8853	 19.5	 25.0
0.0049	 0.3458	 20.0	 25.0
0.0049	 0.5196	 20.0	 25.5
0.0049	 0.6934	 20.5	 25.5
0.0049	 0.1331	 20.5	 26.0
0.0049	 0.7890	 21.0	 26.0
0.0049	 0.2732	 21.5	 26.0
0.0049	 0.4798	 21.5	 26.5
0.0049	 0.6979	 22.0	 26.5
0.0049	 0.0206	 22.0	 27.0
0.0049	 0.6851	 22.5	 27.0
0.0049	 0.4546	 23.0	 27.0
0.0049	 0.1985	 23.0	 27.5
0.0049	 0.6224	 23.5	 27.5
0.0049	 0.3222	 24.0	 27.5
0.0049	 0.2707	 24.0	 28.0
0.0049	 0.5645	 24.5	 28.0
0.0049	 0.2910	 25.0	 28.0
0.0049	 0.2463	 25.0	 28.5
0.0049	 0.5111	 25.5	 28.5
0.0049	 0.3520	 26.0	 28.5
0.0049	 0.1339	 26.0	 29.0
0.0049	 0.4618	 26.5	 29.0
0.0049	 0.4386	 27.0	 29.0
0.0049	 0.0585	 27.5	 29.0
0.0049	 0.3579	 27.5	 29.5
0.0049	 0.3951	 28.0	 29.5
0.0049	 0.3234	 28.5	 29.5
0.0049	 0.0512	 28.5	 30.0
0.0049	 0.3549	 29.0	 30.0
0.0049	 0.3361	 29.5	 30.0
