Strike	Nominal	Expiry	Mat
0.0147175	 4.4404	 0.5	 1.0
0.0147175	 4.2442	 0.5	 1.5
0.0147175	 0.1677	 1.0	 1.5
0.0147175	 4.3838	 1.0	 2.0
0.0147175	 4.3561	 1.0	 2.5
0.0147175	 2.6572	 1.0	 3.0
0.0147175	 1.6714	 1.5	 3.0
0.0147175	 4.3016	 1.5	 3.5
0.0147175	 4.1855	 1.5	 4.0
0.0147175	 0.0893	 2.0	 4.0
0.0147175	 4.2485	 2.0	 4.5
0.0147175	 4.2224	 2.0	 5.0
0.0147175	 0.3542	 2.0	 5.5
0.0147175	 3.8425	 2.5	 5.5
0.0147175	 3.9721	 2.5	 6.0
0.0147175	 0.1993	 3.0	 6.0
0.0147175	 4.1463	 3.0	 6.5
0.0147175	 2.4972	 3.0	 7.0
0.0147175	 1.6244	 3.5	 7.0
0.0147175	 4.0972	 3.5	 7.5
0.0147175	 0.2632	 3.5	 8.0
0.0147175	 3.8100	 4.0	 8.0
0.0147175	 1.4176	 4.0	 8.5
0.0147175	 2.6318	 4.5	 8.5
0.0147175	 1.9280	 4.5	 9.0
0.0147175	 2.0980	 5.0	 9.0
0.0147175	 1.8735	 5.0	 9.5
0.0147175	 2.1293	 5.5	 9.5
0.0147175	 1.3241	 5.5	 10.0
0.0147175	 2.6559	 6.0	 10.0
0.0147175	 0.3417	 6.0	 10.5
0.0147175	 2.5971	 6.5	 10.5
0.0147175	 1.0187	 7.0	 10.5
0.0147175	 1.2266	 7.0	 11.0
0.0147175	 1.9366	 7.5	 11.0
0.0147175	 0.7721	 8.0	 11.0
0.0147175	 0.8941	 8.0	 11.5
0.0147175	 1.4294	 8.5	 11.5
0.0147175	 1.2224	 9.0	 11.5
0.0147175	 0.3674	 9.5	 11.5
0.0147175	 0.6743	 9.5	 12.0
0.0147175	 0.8841	 10.0	 12.0
0.0147175	 0.7469	 10.5	 12.0
0.0147175	 0.6277	 11.0	 12.0
0.0147175	 0.5242	 11.5	 12.0
