Strike	Nominal	Expiry	Mat
0.001955	 1.9185	 0.5	 1.0
0.001955	 3.6003	 1.0	 1.5
0.001955	 4.7877	 1.5	 2.0
0.001955	 0.2693	 1.5	 2.5
0.001955	 4.4388	 2.0	 2.5
0.001955	 1.5916	 2.0	 3.0
0.001955	 3.0380	 2.5	 3.0
0.001955	 2.7096	 2.5	 3.5
0.001955	 1.8424	 3.0	 3.5
0.001955	 3.6336	 3.0	 4.0
0.001955	 0.8419	 3.5	 4.0
0.001955	 4.3736	 3.5	 4.5
0.001955	 0.0264	 4.0	 4.5
0.001955	 4.3255	 4.0	 5.0
0.001955	 0.6134	 4.0	 5.5
0.001955	 3.6386	 4.5	 5.5
0.001955	 1.0869	 4.5	 6.0
0.001955	 3.0926	 5.0	 6.0
0.001955	 1.4027	 5.0	 6.5
0.001955	 2.7053	 5.5	 6.5
0.001955	 1.5692	 5.5	 7.0
0.001955	 2.4682	 6.0	 7.0
0.001955	 1.5946	 6.0	 7.5
0.001955	 2.3731	 6.5	 7.5
0.001955	 1.4866	 6.5	 8.0
0.001955	 2.4124	 7.0	 8.0
0.001955	 1.2527	 7.0	 8.5
0.001955	 2.5786	 7.5	 8.5
0.001955	 0.8999	 7.5	 9.0
0.001955	 2.8644	 8.0	 9.0
0.001955	 0.4351	 8.0	 9.5
0.001955	 3.1282	 8.5	 9.5
0.001955	 0.1350	 9.0	 9.5
0.001955	 2.8289	 9.0	 10.0
0.001955	 0.8043	 9.5	 10.0
0.001955	 2.0023	 9.5	 10.5
0.001955	 1.5667	 10.0	 10.5
0.001955	 1.0892	 10.0	 11.0
0.001955	 2.4165	 10.5	 11.0
0.001955	 0.0952	 10.5	 11.5
0.001955	 2.3735	 11.0	 11.5
0.001955	 1.2668	 11.5	 12.0
