Strike	Nominal	Expiry	Mat
0.00077	 0.9504	 0.5	 1.0
0.00077	 1.7744	 1.0	 1.5
0.00077	 2.4769	 1.5	 2.0
0.00077	 3.0629	 2.0	 2.5
0.00077	 3.5370	 2.5	 3.0
0.00077	 3.9036	 3.0	 3.5
0.00077	 4.1673	 3.5	 4.0
0.00077	 4.3322	 4.0	 4.5
0.00077	 4.4025	 4.5	 5.0
0.00077	 4.3823	 5.0	 5.5
0.00077	 4.2753	 5.5	 6.0
0.00077	 4.0855	 6.0	 6.5
0.00077	 3.8165	 6.5	 7.0
0.00077	 3.4717	 7.0	 7.5
0.00077	 3.0548	 7.5	 8.0
0.00077	 2.5689	 8.0	 8.5
0.00077	 2.0175	 8.5	 9.0
0.00077	 1.4035	 9.0	 9.5
0.00077	 0.7300	 9.5	 10.0
