Strike	Nominal	Expiry	Mat
0.0049	 0.9856	 0.5	 1.0
0.0049	 1.9132	 1.0	 1.5
0.0049	 2.3297	 1.5	 2.0
0.0049	 0.4548	 1.5	 2.5
0.0049	 1.8443	 2.0	 2.5
0.0049	 1.3021	 2.0	 3.0
0.0049	 0.9669	 2.5	 3.0
0.0049	 2.0962	 2.5	 3.5
0.0049	 0.1430	 3.0	 3.5
0.0049	 2.2097	 3.0	 4.0
0.0049	 0.6290	 3.0	 4.5
0.0049	 1.5515	 3.5	 4.5
0.0049	 1.3508	 3.5	 5.0
0.0049	 0.8009	 4.0	 5.0
0.0049	 2.0237	 4.0	 5.5
0.0049	 0.0995	 4.5	 5.5
0.0049	 2.0950	 4.5	 6.0
0.0049	 0.5545	 4.5	 6.5
0.0049	 1.5126	 5.0	 6.5
0.0049	 1.1624	 5.0	 7.0
0.0049	 0.8772	 5.5	 7.0
0.0049	 1.7257	 5.5	 7.5
0.0049	 0.2866	 6.0	 7.5
0.0049	 1.9854	 6.0	 8.0
0.0049	 0.2604	 6.0	 8.5
0.0049	 1.6983	 6.5	 8.5
0.0049	 0.7654	 6.5	 9.0
0.0049	 1.1670	 7.0	 9.0
0.0049	 1.2296	 7.0	 9.5
0.0049	 0.6768	 7.5	 9.5
0.0049	 1.6543	 7.5	 10.0
0.0049	 0.2263	 8.0	 10.0
0.0049	 1.8552	 8.0	 10.5
0.0049	 0.1858	 8.0	 11.0
0.0049	 1.6442	 8.5	 11.0
0.0049	 0.5606	 8.5	 11.5
0.0049	 1.2445	 9.0	 11.5
0.0049	 0.8995	 9.0	 12.0
0.0049	 0.8811	 9.5	 12.0
0.0049	 1.2035	 9.5	 12.5
0.0049	 0.5527	 10.0	 12.5
0.0049	 1.4740	 10.0	 13.0
0.0049	 0.2582	 10.5	 13.0
0.0049	 1.7084	 10.5	 13.5
0.0049	 0.0035	 10.5	 14.0
0.0049	 1.6814	 11.0	 14.0
0.0049	 0.2335	 11.0	 14.5
0.0049	 1.4282	 11.5	 14.5
0.0049	 0.4329	 11.5	 15.0
0.0049	 1.2058	 12.0	 15.0
0.0049	 0.6028	 12.0	 15.5
0.0049	 1.0132	 12.5	 15.5
0.0049	 0.7441	 12.5	 16.0
0.0049	 0.8495	 13.0	 16.0
0.0049	 0.8579	 13.0	 16.5
0.0049	 0.7135	 13.5	 16.5
0.0049	 0.9452	 13.5	 17.0
0.0049	 0.6043	 14.0	 17.0
0.0049	 1.0068	 14.0	 17.5
0.0049	 0.5210	 14.5	 17.5
0.0049	 1.0437	 14.5	 18.0
0.0049	 0.4627	 15.0	 18.0
0.0049	 1.0568	 15.0	 18.5
0.0049	 0.4284	 15.5	 18.5
0.0049	 1.0469	 15.5	 19.0
0.0049	 0.4174	 16.0	 19.0
0.0049	 1.0150	 16.0	 19.5
0.0049	 0.4286	 16.5	 19.5
0.0049	 0.9617	 16.5	 20.0
0.0049	 0.4614	 17.0	 20.0
0.0049	 0.8881	 17.0	 20.5
0.0049	 0.5148	 17.5	 20.5
0.0049	 0.7947	 17.5	 21.0
0.0049	 0.5882	 18.0	 21.0
0.0049	 0.6824	 18.0	 21.5
0.0049	 0.6807	 18.5	 21.5
0.0049	 0.5519	 18.5	 22.0
0.0049	 0.7917	 19.0	 22.0
0.0049	 0.4040	 19.0	 22.5
0.0049	 0.9203	 19.5	 22.5
0.0049	 0.2393	 19.5	 23.0
0.0049	 1.0659	 20.0	 23.0
0.0049	 0.0586	 20.0	 23.5
0.0049	 1.0902	 20.5	 23.5
0.0049	 0.1376	 21.0	 23.5
0.0049	 0.9192	 21.0	 24.0
0.0049	 0.3486	 21.5	 24.0
0.0049	 0.6756	 21.5	 24.5
0.0049	 0.5736	 22.0	 24.5
0.0049	 0.4188	 22.0	 25.0
0.0049	 0.8122	 22.5	 25.0
0.0049	 0.1493	 22.5	 25.5
0.0049	 0.9314	 23.0	 25.5
0.0049	 0.1324	 23.5	 25.5
0.0049	 0.7696	 23.5	 26.0
0.0049	 0.4257	 24.0	 26.0
0.0049	 0.4477	 24.0	 26.5
0.0049	 0.7300	 24.5	 26.5
0.0049	 0.1155	 24.5	 27.0
0.0049	 0.8183	 25.0	 27.0
0.0049	 0.2265	 25.5	 27.0
0.0049	 0.5654	 25.5	 27.5
0.0049	 0.5778	 26.0	 27.5
0.0049	 0.1883	 26.0	 28.0
0.0049	 0.7409	 26.5	 28.0
0.0049	 0.1969	 27.0	 28.0
0.0049	 0.5195	 27.0	 28.5
0.0049	 0.5899	 27.5	 28.5
0.0049	 0.1027	 27.5	 29.0
0.0049	 0.6694	 28.0	 29.0
0.0049	 0.3207	 28.5	 29.0
0.0049	 0.3261	 28.5	 29.5
0.0049	 0.6248	 29.0	 29.5
0.0049	 0.4778	 29.5	 30.0
