Strike	Nominal	Expiry	Mat
0.0066	 3.1315	 0.5	 1.0
0.0066	 0.7808	 0.5	 1.5
0.0066	 2.3120	 1.0	 1.5
0.0066	 3.0543	 1.0	 2.0
0.0066	 1.2715	 1.0	 2.5
0.0066	 1.7448	 1.5	 2.5
0.0066	 2.9788	 1.5	 3.0
0.0066	 1.4952	 1.5	 3.5
0.0066	 1.4463	 2.0	 3.5
0.0066	 2.9048	 2.0	 4.0
0.0066	 1.4735	 2.0	 4.5
0.0066	 1.3949	 2.5	 4.5
0.0066	 2.8324	 2.5	 5.0
0.0066	 1.2264	 2.5	 5.5
0.0066	 1.5704	 3.0	 5.5
0.0066	 2.7615	 3.0	 6.0
0.0066	 0.7729	 3.0	 6.5
0.0066	 1.9538	 3.5	 6.5
0.0066	 2.6922	 3.5	 7.0
0.0066	 0.1307	 3.5	 7.5
0.0066	 2.5273	 4.0	 7.5
0.0066	 1.9409	 4.0	 8.0
0.0066	 0.6834	 4.5	 8.0
0.0066	 2.5910	 4.5	 8.5
0.0066	 0.9038	 4.5	 9.0
0.0066	 1.6541	 5.0	 9.0
0.0066	 2.2515	 5.0	 9.5
0.0066	 0.2737	 5.5	 9.5
0.0066	 2.4929	 5.5	 10.0
0.0066	 0.8828	 5.5	 10.5
0.0066	 1.5782	 6.0	 10.5
0.0066	 1.8305	 6.0	 11.0
0.0066	 0.5988	 6.5	 11.0
0.0066	 2.3980	 6.5	 11.5
0.0066	 0.1857	 6.5	 12.0
0.0066	 2.1814	 7.0	 12.0
0.0066	 0.7888	 7.0	 12.5
0.0066	 1.5477	 7.5	 12.5
0.0066	 1.2230	 7.5	 13.0
0.0066	 1.0831	 8.0	 13.0
0.0066	 1.5003	 8.0	 13.5
0.0066	 0.7759	 8.5	 13.5
0.0066	 1.6318	 8.5	 14.0
0.0066	 0.6147	 9.0	 14.0
0.0066	 1.6281	 9.0	 14.5
0.0066	 0.5892	 9.5	 14.5
0.0066	 1.4988	 9.5	 15.0
0.0066	 0.6894	 10.0	 15.0
0.0066	 1.2535	 10.0	 15.5
0.0066	 0.9061	 10.5	 15.5
0.0066	 0.9008	 10.5	 16.0
0.0066	 1.2305	 11.0	 16.0
0.0066	 0.4488	 11.0	 16.5
0.0066	 1.5597	 11.5	 16.5
0.0066	 0.0947	 12.0	 16.5
0.0066	 1.3529	 12.0	 17.0
0.0066	 0.7225	 12.5	 17.0
0.0066	 0.6202	 12.5	 17.5
0.0066	 1.2444	 13.0	 17.5
0.0066	 0.1833	 13.5	 17.5
0.0066	 0.9691	 13.5	 18.0
0.0066	 1.0517	 14.0	 18.0
0.0066	 0.0146	 14.0	 18.5
0.0066	 0.9857	 14.5	 18.5
0.0066	 0.9104	 15.0	 18.5
0.0066	 0.0831	 15.5	 18.5
0.0066	 0.7568	 15.5	 19.0
0.0066	 0.7742	 16.0	 19.0
0.0066	 0.4363	 16.5	 19.0
0.0066	 0.2764	 16.5	 19.5
0.0066	 0.6553	 17.0	 19.5
0.0066	 0.6017	 17.5	 19.5
0.0066	 0.4077	 18.0	 19.5
0.0066	 0.1439	 18.0	 20.0
0.0066	 0.5050	 18.5	 20.0
0.0066	 0.4616	 19.0	 20.0
0.0066	 0.4211	 19.5	 20.0
