Strike	Nominal	Expiry	Mat
0.00301	 0.9764	 0.5	 1.0
0.00301	 1.8770	 1.0	 1.5
0.00301	 2.7043	 1.5	 2.0
0.00301	 3.1375	 2.0	 2.5
0.00301	 0.3233	 2.0	 3.0
0.00301	 2.7669	 2.5	 3.0
0.00301	 1.0588	 2.5	 3.5
0.00301	 1.9847	 3.0	 3.5
0.00301	 1.7277	 3.0	 4.0
0.00301	 1.2697	 3.5	 4.0
0.00301	 2.3324	 3.5	 4.5
0.00301	 0.6195	 4.0	 4.5
0.00301	 2.8751	 4.0	 5.0
0.00301	 0.0318	 4.5	 5.0
0.00301	 2.8624	 4.5	 5.5
0.00301	 0.4956	 4.5	 6.0
0.00301	 2.3230	 5.0	 6.0
0.00301	 0.9647	 5.0	 6.5
0.00301	 1.8105	 5.5	 6.5
0.00301	 1.3776	 5.5	 7.0
0.00301	 1.3547	 6.0	 7.0
0.00301	 1.7365	 6.0	 7.5
0.00301	 0.9536	 6.5	 7.5
0.00301	 2.0432	 6.5	 8.0
0.00301	 0.6052	 7.0	 8.0
0.00301	 2.2997	 7.0	 8.5
0.00301	 0.3075	 7.5	 8.5
0.00301	 2.5078	 7.5	 9.0
0.00301	 0.0587	 8.0	 9.0
0.00301	 2.5263	 8.0	 9.5
0.00301	 0.1431	 8.0	 10.0
0.00301	 2.3435	 8.5	 10.0
0.00301	 0.2996	 8.5	 10.5
0.00301	 2.1478	 9.0	 10.5
0.00301	 0.4125	 9.0	 11.0
0.00301	 1.9962	 9.5	 11.0
0.00301	 0.4835	 9.5	 11.5
0.00301	 1.8870	 10.0	 11.5
0.00301	 0.5142	 10.0	 12.0
0.00301	 1.8186	 10.5	 12.0
0.00301	 0.5062	 10.5	 12.5
0.00301	 1.7893	 11.0	 12.5
0.00301	 0.4611	 11.0	 13.0
0.00301	 1.7976	 11.5	 13.0
0.00301	 0.3803	 11.5	 13.5
0.00301	 1.8421	 12.0	 13.5
0.00301	 0.2653	 12.0	 14.0
0.00301	 1.9212	 12.5	 14.0
0.00301	 0.1175	 12.5	 14.5
0.00301	 1.9719	 13.0	 14.5
0.00301	 0.0617	 13.5	 14.5
0.00301	 1.8452	 13.5	 15.0
0.00301	 0.2710	 14.0	 15.0
0.00301	 1.5725	 14.0	 15.5
0.00301	 0.5091	 14.5	 15.5
0.00301	 1.2728	 14.5	 16.0
0.00301	 0.7748	 15.0	 16.0
0.00301	 0.9472	 15.0	 16.5
0.00301	 1.0668	 15.5	 16.5
0.00301	 0.5969	 15.5	 17.0
0.00301	 1.3839	 16.0	 17.0
0.00301	 0.2229	 16.0	 17.5
0.00301	 1.5516	 16.5	 17.5
0.00301	 0.1734	 17.0	 17.5
0.00301	 1.3245	 17.0	 18.0
0.00301	 0.5911	 17.5	 18.0
0.00301	 0.8544	 17.5	 18.5
0.00301	 1.0292	 18.0	 18.5
0.00301	 0.3655	 18.0	 19.0
0.00301	 1.3453	 18.5	 19.0
0.00301	 1.1559	 19.0	 19.5
0.00301	 0.5853	 19.5	 20.0
