Strike	Nominal	Expiry	Mat
0.0035809999999999995	 3.8067	 0.5	 1.0
0.0035809999999999995	 5.6074	 1.0	 1.5
0.0035809999999999995	 1.4014	 1.0	 2.0
0.0035809999999999995	 4.1195	 1.5	 2.0
0.0035809999999999995	 4.1288	 1.5	 2.5
0.0035809999999999995	 1.3066	 2.0	 2.5
0.0035809999999999995	 5.3509	 2.0	 3.0
0.0035809999999999995	 0.9839	 2.0	 3.5
0.0035809999999999995	 4.2835	 2.5	 3.5
0.0035809999999999995	 2.7904	 2.5	 4.0
0.0035809999999999995	 2.3947	 3.0	 4.0
0.0035809999999999995	 4.1488	 3.0	 4.5
0.0035809999999999995	 0.9550	 3.5	 4.5
0.0035809999999999995	 5.0234	 3.5	 5.0
0.0035809999999999995	 0.0695	 3.5	 5.5
0.0035809999999999995	 4.8745	 4.0	 5.5
0.0035809999999999995	 0.7102	 4.0	 6.0
0.0035809999999999995	 4.1554	 4.5	 6.0
0.0035809999999999995	 0.9970	 4.5	 6.5
0.0035809999999999995	 3.7912	 5.0	 6.5
0.0035809999999999995	 0.9575	 5.0	 7.0
0.0035809999999999995	 3.7543	 5.5	 7.0
0.0035809999999999995	 0.6178	 5.5	 7.5
0.0035809999999999995	 4.0185	 6.0	 7.5
0.0035809999999999995	 0.0023	 6.0	 8.0
0.0035809999999999995	 3.6932	 6.5	 8.0
0.0035809999999999995	 0.8663	 7.0	 8.0
0.0035809999999999995	 2.5215	 7.0	 8.5
0.0035809999999999995	 1.9665	 7.5	 8.5
0.0035809999999999995	 1.1369	 7.5	 9.0
0.0035809999999999995	 2.8386	 8.0	 9.0
0.0035809999999999995	 0.4399	 8.5	 9.0
0.0035809999999999995	 2.1522	 8.5	 9.5
0.0035809999999999995	 2.1913	 9.0	 9.5
0.0035809999999999995	 0.1715	 9.0	 10.0
0.0035809999999999995	 2.1496	 9.5	 10.0
