Strike	Nominal	Expiry	Mat
0.00812	 0.9787	 0.5	 1.0
0.00812	 1.8859	 1.0	 1.5
0.00812	 2.7235	 1.5	 2.0
0.00812	 2.9662	 2.0	 2.5
0.00812	 0.5275	 2.0	 3.0
0.00812	 2.4049	 2.5	 3.0
0.00812	 1.2660	 2.5	 3.5
0.00812	 1.6330	 3.0	 3.5
0.00812	 1.9405	 3.0	 4.0
0.00812	 0.9254	 3.5	 4.0
0.00812	 2.5530	 3.5	 4.5
0.00812	 0.2802	 4.0	 4.5
0.00812	 2.8008	 4.0	 5.0
0.00812	 0.3045	 4.0	 5.5
0.00812	 2.4642	 4.5	 5.5
0.00812	 0.8306	 4.5	 6.0
0.00812	 1.9064	 5.0	 6.0
0.00812	 1.2997	 5.0	 6.5
0.00812	 1.4059	 5.5	 6.5
0.00812	 1.7136	 5.5	 7.0
0.00812	 0.9609	 6.0	 7.0
0.00812	 2.0739	 6.0	 7.5
0.00812	 0.5698	 6.5	 7.5
0.00812	 2.3824	 6.5	 8.0
0.00812	 0.2309	 7.0	 8.0
0.00812	 2.5831	 7.0	 8.5
0.00812	 0.0574	 7.0	 9.0
0.00812	 2.4959	 7.5	 9.0
0.00812	 0.2967	 7.5	 9.5
0.00812	 2.2270	 8.0	 9.5
0.00812	 0.4885	 8.0	 10.0
0.00812	 2.0060	 8.5	 10.0
0.00812	 0.6343	 8.5	 10.5
0.00812	 1.8313	 9.0	 10.5
0.00812	 0.7356	 9.0	 11.0
0.00812	 1.7015	 9.5	 11.0
0.00812	 0.7937	 9.5	 11.5
0.00812	 1.6150	 10.0	 11.5
0.00812	 0.8100	 10.0	 12.0
0.00812	 1.5706	 10.5	 12.0
0.00812	 0.7860	 10.5	 12.5
0.00812	 1.5669	 11.0	 12.5
0.00812	 0.7229	 11.0	 13.0
0.00812	 1.6026	 11.5	 13.0
0.00812	 0.6220	 11.5	 13.5
0.00812	 1.6763	 12.0	 13.5
0.00812	 0.4846	 12.0	 14.0
0.00812	 1.7868	 12.5	 14.0
0.00812	 0.3119	 12.5	 14.5
0.00812	 1.9329	 13.0	 14.5
0.00812	 0.1050	 13.0	 15.0
0.00812	 1.9786	 13.5	 15.0
0.00812	 0.1347	 14.0	 15.0
0.00812	 1.7860	 14.0	 15.5
0.00812	 0.4063	 14.5	 15.5
0.00812	 1.4579	 14.5	 16.0
0.00812	 0.7085	 15.0	 16.0
0.00812	 1.1005	 15.0	 16.5
0.00812	 1.0404	 15.5	 16.5
0.00812	 0.7148	 15.5	 17.0
0.00812	 1.4008	 16.0	 17.0
0.00812	 0.3019	 16.0	 17.5
0.00812	 1.6514	 16.5	 17.5
0.00812	 0.1373	 17.0	 17.5
0.00812	 1.4640	 17.0	 18.0
0.00812	 0.6018	 17.5	 18.0
0.00812	 0.9507	 17.5	 18.5
0.00812	 1.0907	 18.0	 18.5
0.00812	 0.4141	 18.0	 19.0
0.00812	 1.4583	 18.5	 19.0
0.00812	 1.2683	 19.0	 19.5
0.00812	 0.6439	 19.5	 20.0
