Strike	Nominal	Expiry	Mat
0.00017	 1.9002	 0.5	 1.0
0.00017	 3.5286	 1.0	 1.5
0.00017	 4.8995	 1.5	 2.0
0.00017	 5.5192	 2.0	 2.5
0.00017	 0.5071	 2.0	 3.0
0.00017	 4.9103	 2.5	 3.0
0.00017	 1.5048	 2.5	 3.5
0.00017	 3.8121	 3.0	 3.5
0.00017	 2.2825	 3.0	 4.0
0.00017	 2.9354	 3.5	 4.0
0.00017	 2.8522	 3.5	 4.5
0.00017	 2.2682	 4.0	 4.5
0.00017	 3.2253	 4.0	 5.0
0.00017	 1.7990	 4.5	 5.0
0.00017	 3.4128	 4.5	 5.5
0.00017	 1.5168	 5.0	 5.5
0.00017	 3.4253	 5.0	 6.0
0.00017	 1.4110	 5.5	 6.0
0.00017	 3.2729	 5.5	 6.5
0.00017	 1.4715	 6.0	 6.5
0.00017	 2.9652	 6.0	 7.0
0.00017	 1.6886	 6.5	 7.0
0.00017	 2.5114	 6.5	 7.5
0.00017	 2.0531	 7.0	 7.5
0.00017	 1.9205	 7.0	 8.0
0.00017	 2.5561	 7.5	 8.0
0.00017	 1.2009	 7.5	 8.5
0.00017	 3.1890	 8.0	 8.5
0.00017	 0.3606	 8.0	 9.0
0.00017	 3.3515	 8.5	 9.0
0.00017	 2.5696	 9.0	 9.5
0.00017	 1.3299	 9.5	 10.0
