Strike	Nominal	Expiry	Mat
0.004701	 0.9855	 0.5	 1.0
0.004701	 1.9129	 1.0	 1.5
0.004701	 2.3372	 1.5	 2.0
0.004701	 0.4466	 1.5	 2.5
0.004701	 1.8597	 2.0	 2.5
0.004701	 1.2937	 2.0	 3.0
0.004701	 0.9821	 2.5	 3.0
0.004701	 2.0875	 2.5	 3.5
0.004701	 0.1580	 3.0	 3.5
0.004701	 2.2157	 3.0	 4.0
0.004701	 0.6139	 3.0	 4.5
0.004701	 1.5722	 3.5	 4.5
0.004701	 1.3355	 3.5	 5.0
0.004701	 0.8214	 4.0	 5.0
0.004701	 2.0082	 4.0	 5.5
0.004701	 0.1199	 4.5	 5.5
0.004701	 2.0996	 4.5	 6.0
0.004701	 0.5341	 4.5	 6.5
0.004701	 1.5372	 5.0	 6.5
0.004701	 1.1419	 5.0	 7.0
0.004701	 0.9015	 5.5	 7.0
0.004701	 1.7051	 5.5	 7.5
0.004701	 0.3108	 6.0	 7.5
0.004701	 1.9886	 6.0	 8.0
0.004701	 0.2364	 6.0	 8.5
0.004701	 1.7253	 6.5	 8.5
0.004701	 0.7414	 6.5	 9.0
0.004701	 1.1936	 7.0	 9.0
0.004701	 1.2056	 7.0	 9.5
0.004701	 0.7031	 7.5	 9.5
0.004701	 1.6303	 7.5	 10.0
0.004701	 0.2523	 8.0	 10.0
0.004701	 1.8569	 8.0	 10.5
0.004701	 0.1600	 8.0	 11.0
0.004701	 1.6715	 8.5	 11.0
0.004701	 0.5350	 8.5	 11.5
0.004701	 1.2713	 9.0	 11.5
0.004701	 0.8741	 9.0	 12.0
0.004701	 0.9074	 9.5	 12.0
0.004701	 1.1783	 9.5	 12.5
0.004701	 0.5785	 10.0	 12.5
0.004701	 1.4489	 10.0	 13.0
0.004701	 0.2836	 10.5	 13.0
0.004701	 1.6870	 10.5	 13.5
0.004701	 0.0215	 11.0	 13.5
0.004701	 1.6848	 11.0	 14.0
0.004701	 0.2090	 11.0	 14.5
0.004701	 1.4523	 11.5	 14.5
0.004701	 0.4088	 11.5	 15.0
0.004701	 1.2293	 12.0	 15.0
0.004701	 0.5792	 12.0	 15.5
0.004701	 1.0360	 12.5	 15.5
0.004701	 0.7210	 12.5	 16.0
0.004701	 0.8715	 13.0	 16.0
0.004701	 0.8353	 13.0	 16.5
0.004701	 0.7347	 13.5	 16.5
0.004701	 0.9231	 13.5	 17.0
0.004701	 0.6248	 14.0	 17.0
0.004701	 0.9853	 14.0	 17.5
0.004701	 0.5407	 14.5	 17.5
0.004701	 1.0229	 14.5	 18.0
0.004701	 0.4815	 15.0	 18.0
0.004701	 1.0367	 15.0	 18.5
0.004701	 0.4463	 15.5	 18.5
0.004701	 1.0276	 15.5	 19.0
0.004701	 0.4343	 16.0	 19.0
0.004701	 0.9964	 16.0	 19.5
0.004701	 0.4446	 16.5	 19.5
0.004701	 0.9441	 16.5	 20.0
0.004701	 0.4763	 17.0	 20.0
0.004701	 0.8713	 17.0	 20.5
0.004701	 0.5286	 17.5	 20.5
0.004701	 0.7789	 17.5	 21.0
0.004701	 0.6008	 18.0	 21.0
0.004701	 0.6677	 18.0	 21.5
0.004701	 0.6921	 18.5	 21.5
0.004701	 0.5384	 18.5	 22.0
0.004701	 0.8017	 19.0	 22.0
0.004701	 0.3917	 19.0	 22.5
0.004701	 0.9289	 19.5	 22.5
0.004701	 0.2283	 19.5	 23.0
0.004701	 1.0731	 20.0	 23.0
0.004701	 0.0489	 20.0	 23.5
0.004701	 1.0876	 20.5	 23.5
0.004701	 0.1458	 21.0	 23.5
0.004701	 0.9083	 21.0	 24.0
0.004701	 0.3552	 21.5	 24.0
0.004701	 0.6663	 21.5	 24.5
0.004701	 0.5786	 22.0	 24.5
0.004701	 0.4110	 22.0	 25.0
0.004701	 0.8155	 22.5	 25.0
0.004701	 0.1432	 22.5	 25.5
0.004701	 0.9285	 23.0	 25.5
0.004701	 0.1367	 23.5	 25.5
0.004701	 0.7623	 23.5	 26.0
0.004701	 0.4281	 24.0	 26.0
0.004701	 0.4423	 24.0	 26.5
0.004701	 0.7305	 24.5	 26.5
0.004701	 0.1120	 24.5	 27.0
0.004701	 0.8152	 25.0	 27.0
0.004701	 0.2280	 25.5	 27.0
0.004701	 0.5608	 25.5	 27.5
0.004701	 0.5771	 26.0	 27.5
0.004701	 0.1858	 26.0	 28.0
0.004701	 0.7378	 26.5	 28.0
0.004701	 0.1972	 27.0	 28.0
0.004701	 0.5160	 27.0	 28.5
0.004701	 0.5878	 27.5	 28.5
0.004701	 0.1016	 27.5	 29.0
0.004701	 0.6662	 28.0	 29.0
0.004701	 0.3194	 28.5	 29.0
0.004701	 0.3241	 28.5	 29.5
0.004701	 0.6215	 29.0	 29.5
0.004701	 0.4751	 29.5	 30.0
