Strike	Nominal	Expiry	Mat
0.01	 2.9947	 0.5	 1.0
0.01	 2.8826	 0.5	 1.5
0.01	 0.0819	 1.0	 1.5
0.01	 2.9347	 1.0	 2.0
0.01	 2.9051	 1.0	 2.5
0.01	 2.2421	 1.0	 3.0
0.01	 0.6338	 1.5	 3.0
0.01	 2.8469	 1.5	 3.5
0.01	 2.8182	 1.5	 4.0
0.01	 1.1849	 1.5	 4.5
0.01	 1.6049	 2.0	 4.5
0.01	 2.7617	 2.0	 5.0
0.01	 2.4914	 2.0	 5.5
0.01	 0.2425	 2.5	 5.5
0.01	 2.7064	 2.5	 6.0
0.01	 2.6791	 2.5	 6.5
0.01	 0.6543	 2.5	 7.0
0.01	 1.9978	 3.0	 7.0
0.01	 2.6254	 3.0	 7.5
0.01	 1.1295	 3.0	 8.0
0.01	 1.4695	 3.5	 8.0
0.01	 2.5727	 3.5	 8.5
0.01	 1.2233	 3.5	 9.0
0.01	 1.3235	 4.0	 9.0
0.01	 2.5211	 4.0	 9.5
0.01	 0.9730	 4.0	 10.0
0.01	 1.5227	 4.5	 10.0
0.01	 2.4706	 4.5	 10.5
0.01	 0.4126	 4.5	 11.0
0.01	 2.0331	 5.0	 11.0
0.01	 1.9945	 5.0	 11.5
0.01	 0.4265	 5.5	 11.5
0.01	 2.3966	 5.5	 12.0
0.01	 0.8568	 5.5	 12.5
0.01	 1.5157	 6.0	 12.5
0.01	 1.8449	 6.0	 13.0
0.01	 0.5036	 6.5	 13.0
0.01	 2.3248	 6.5	 13.5
0.01	 0.2389	 6.5	 14.0
0.01	 2.0625	 7.0	 14.0
0.01	 0.7357	 7.0	 14.5
0.01	 1.5425	 7.5	 14.5
0.01	 1.0086	 7.5	 15.0
0.01	 1.2465	 8.0	 15.0
0.01	 1.0780	 8.0	 15.5
0.01	 1.1544	 8.5	 15.5
0.01	 0.9622	 8.5	 16.0
0.01	 1.2477	 9.0	 16.0
0.01	 0.6784	 9.0	 16.5
0.01	 1.5092	 9.5	 16.5
0.01	 0.2422	 9.5	 17.0
0.01	 1.5914	 10.0	 17.0
0.01	 0.3319	 10.5	 17.0
0.01	 1.1130	 10.5	 17.5
0.01	 1.0307	 11.0	 17.5
0.01	 0.2801	 11.0	 18.0
0.01	 1.1880	 11.5	 18.0
0.01	 0.6540	 12.0	 18.0
0.01	 0.4217	 12.0	 18.5
0.01	 0.9730	 12.5	 18.5
0.01	 0.7058	 13.0	 18.5
0.01	 0.1734	 13.0	 19.0
0.01	 0.7936	 13.5	 19.0
0.01	 0.7153	 14.0	 19.0
0.01	 0.3970	 14.5	 19.0
0.01	 0.2469	 14.5	 19.5
0.01	 0.5789	 15.0	 19.5
0.01	 0.5196	 15.5	 19.5
0.01	 0.4656	 16.0	 19.5
0.01	 0.2474	 16.5	 19.5
0.01	 0.1691	 16.5	 20.0
0.01	 0.3717	 17.0	 20.0
0.01	 0.3311	 17.5	 20.0
0.01	 0.2941	 18.0	 20.0
0.01	 0.2607	 18.5	 20.0
0.01	 0.2303	 19.0	 20.0
0.01	 0.2028	 19.5	 20.0
