Strike	Nominal	Expiry	Mat
0.0066	 3.1315	 0.5	 1.0
0.0066	 3.0927	 0.5	 1.5
0.0066	 2.5784	 0.5	 2.0
0.0066	 0.4759	 1.0	 2.0
0.0066	 3.0163	 1.0	 2.5
0.0066	 2.9788	 1.0	 3.0
0.0066	 2.9416	 1.0	 3.5
0.0066	 1.1779	 1.0	 4.0
0.0066	 1.7269	 1.5	 4.0
0.0066	 2.8684	 1.5	 4.5
0.0066	 2.8324	 1.5	 5.0
0.0066	 1.9356	 1.5	 5.5
0.0066	 0.8612	 2.0	 5.5
0.0066	 2.7615	 2.0	 6.0
0.0066	 2.7267	 2.0	 6.5
0.0066	 1.9251	 2.0	 7.0
0.0066	 0.7671	 2.5	 7.0
0.0066	 2.6581	 2.5	 7.5
0.0066	 2.6243	 2.5	 8.0
0.0066	 1.2596	 2.5	 8.5
0.0066	 1.3313	 3.0	 8.5
0.0066	 2.5579	 3.0	 9.0
0.0066	 2.5253	 3.0	 9.5
0.0066	 0.0386	 3.0	 10.0
0.0066	 2.4543	 3.5	 10.0
0.0066	 2.4610	 3.5	 10.5
0.0066	 0.7793	 3.5	 11.0
0.0066	 1.6500	 4.0	 11.0
0.0066	 2.3980	 4.0	 11.5
0.0066	 0.9745	 4.0	 12.0
0.0066	 1.3926	 4.5	 12.0
0.0066	 2.3365	 4.5	 12.5
0.0066	 0.6982	 4.5	 13.0
0.0066	 1.6080	 5.0	 13.0
0.0066	 2.2762	 5.0	 13.5
0.0066	 0.0161	 5.0	 14.0
0.0066	 2.2305	 5.5	 14.0
0.0066	 1.2035	 5.5	 14.5
0.0066	 1.0138	 6.0	 14.5
0.0066	 2.0077	 6.0	 15.0
0.0066	 0.1806	 6.5	 15.0
0.0066	 2.1596	 6.5	 15.5
0.0066	 0.3166	 6.5	 16.0
0.0066	 1.8147	 7.0	 16.0
0.0066	 0.5197	 7.0	 16.5
0.0066	 1.5835	 7.5	 16.5
0.0066	 0.4660	 7.5	 17.0
0.0066	 1.6094	 8.0	 17.0
0.0066	 0.1886	 8.0	 17.5
0.0066	 1.5760	 8.5	 17.5
0.0066	 0.2833	 9.0	 17.5
0.0066	 1.0969	 9.0	 18.0
0.0066	 0.9239	 9.5	 18.0
0.0066	 0.2836	 9.5	 18.5
0.0066	 1.0554	 10.0	 18.5
0.0066	 0.6548	 10.5	 18.5
0.0066	 0.2667	 10.5	 19.0
0.0066	 0.8036	 11.0	 19.0
0.0066	 0.6999	 11.5	 19.0
0.0066	 0.1971	 12.0	 19.0
0.0066	 0.4116	 12.0	 19.5
0.0066	 0.5288	 12.5	 19.5
0.0066	 0.4586	 13.0	 19.5
0.0066	 0.3970	 13.5	 19.5
0.0066	 0.1450	 14.0	 19.5
0.0066	 0.1980	 14.0	 20.0
0.0066	 0.2959	 14.5	 20.0
0.0066	 0.2546	 15.0	 20.0
0.0066	 0.2186	 15.5	 20.0
0.0066	 0.1871	 16.0	 20.0
0.0066	 0.1597	 16.5	 20.0
0.0066	 0.1359	 17.0	 20.0
0.0066	 0.1152	 17.5	 20.0
0.0066	 0.0972	 18.0	 20.0
0.0066	 0.0816	 18.5	 20.0
0.0066	 0.0682	 19.0	 20.0
0.0066	 0.0565	 19.5	 20.0
