Strike	Nominal	Expiry	Mat
0.0044065	 1.9208	 0.5	 1.0
0.0044065	 3.6089	 1.0	 1.5
0.0044065	 4.7084	 1.5	 2.0
0.0044065	 0.3667	 1.5	 2.5
0.0044065	 4.2729	 2.0	 2.5
0.0044065	 1.6902	 2.0	 3.0
0.0044065	 2.8814	 2.5	 3.0
0.0044065	 2.8114	 2.5	 3.5
0.0044065	 1.6930	 3.0	 3.5
0.0044065	 3.7401	 3.0	 4.0
0.0044065	 0.6979	 3.5	 4.0
0.0044065	 4.3724	 3.5	 4.5
0.0044065	 0.1130	 3.5	 5.0
0.0044065	 4.1945	 4.0	 5.0
0.0044065	 0.7488	 4.0	 5.5
0.0044065	 3.4946	 4.5	 5.5
0.0044065	 1.2181	 4.5	 6.0
0.0044065	 2.9621	 5.0	 6.0
0.0044065	 1.5291	 5.0	 6.5
0.0044065	 2.5885	 5.5	 6.5
0.0044065	 1.6897	 5.5	 7.0
0.0044065	 2.3660	 6.0	 7.0
0.0044065	 1.7077	 6.0	 7.5
0.0044065	 2.2869	 6.5	 7.5
0.0044065	 1.5904	 6.5	 8.0
0.0044065	 2.3439	 7.0	 8.0
0.0044065	 1.3449	 7.0	 8.5
0.0044065	 2.5297	 7.5	 8.5
0.0044065	 0.9780	 7.5	 9.0
0.0044065	 2.8377	 8.0	 9.0
0.0044065	 0.4961	 8.0	 9.5
0.0044065	 3.1670	 8.5	 9.5
0.0044065	 0.0943	 9.0	 9.5
0.0044065	 2.9126	 9.0	 10.0
0.0044065	 0.7874	 9.5	 10.0
0.0044065	 2.0659	 9.5	 10.5
0.0044065	 1.5772	 10.0	 10.5
0.0044065	 1.1286	 10.0	 11.0
0.0044065	 2.4583	 10.5	 11.0
0.0044065	 0.1062	 10.5	 11.5
0.0044065	 2.4289	 11.0	 11.5
0.0044065	 1.3024	 11.5	 12.0
