Strike	Nominal	Expiry	Mat
0.0034085	 2.7792	 0.5	 1.0
0.0034085	 2.7394	 0.5	 1.5
0.0034085	 0.3711	 0.5	 2.0
0.0034085	 2.3290	 1.0	 2.0
0.0034085	 2.6613	 1.0	 2.5
0.0034085	 2.6230	 1.0	 3.0
0.0034085	 0.3720	 1.0	 3.5
0.0034085	 2.2130	 1.5	 3.5
0.0034085	 2.5476	 1.5	 4.0
0.0034085	 2.5107	 1.5	 4.5
0.0034085	 0.0484	 1.5	 5.0
0.0034085	 2.4257	 2.0	 5.0
0.0034085	 2.4380	 2.0	 5.5
0.0034085	 1.8442	 2.0	 6.0
0.0034085	 0.5582	 2.5	 6.0
0.0034085	 2.3671	 2.5	 6.5
0.0034085	 2.3323	 2.5	 7.0
0.0034085	 0.8879	 2.5	 7.5
0.0034085	 1.4101	 3.0	 7.5
0.0034085	 2.2640	 3.0	 8.0
0.0034085	 1.9547	 3.0	 8.5
0.0034085	 0.2758	 3.5	 8.5
0.0034085	 2.1973	 3.5	 9.0
0.0034085	 2.1646	 3.5	 9.5
0.0034085	 0.5163	 3.5	 10.0
0.0034085	 1.6159	 4.0	 10.0
0.0034085	 2.1003	 4.0	 10.5
0.0034085	 1.0015	 4.0	 11.0
0.0034085	 1.0672	 4.5	 11.0
0.0034085	 2.0375	 4.5	 11.5
0.0034085	 1.2123	 4.5	 12.0
0.0034085	 0.7945	 5.0	 12.0
0.0034085	 1.9763	 5.0	 12.5
0.0034085	 1.1784	 5.0	 13.0
0.0034085	 0.7679	 5.5	 13.0
0.0034085	 1.9166	 5.5	 13.5
0.0034085	 0.9269	 5.5	 14.0
0.0034085	 0.9604	 6.0	 14.0
0.0034085	 1.8584	 6.0	 14.5
0.0034085	 0.4827	 6.0	 15.0
0.0034085	 1.3471	 6.5	 15.0
0.0034085	 1.6699	 6.5	 15.5
0.0034085	 0.1316	 7.0	 15.5
0.0034085	 1.7736	 7.0	 16.0
0.0034085	 0.8507	 7.0	 16.5
0.0034085	 0.8954	 7.5	 16.5
0.0034085	 1.6212	 7.5	 17.0
0.0034085	 0.0977	 8.0	 17.0
0.0034085	 1.6920	 8.0	 17.5
0.0034085	 0.5073	 8.0	 18.0
0.0034085	 1.1582	 8.5	 18.0
0.0034085	 0.9376	 8.5	 18.5
0.0034085	 0.7017	 9.0	 18.5
0.0034085	 1.2096	 9.0	 19.0
0.0034085	 0.4038	 9.5	 19.0
0.0034085	 1.3385	 9.5	 19.5
0.0034085	 0.2493	 10.0	 19.5
0.0034085	 1.3381	 10.0	 20.0
0.0034085	 0.2245	 10.5	 20.0
0.0034085	 1.2211	 10.5	 20.5
0.0034085	 0.3165	 11.0	 20.5
0.0034085	 0.9992	 11.0	 21.0
0.0034085	 0.5138	 11.5	 21.0
0.0034085	 0.6832	 11.5	 21.5
0.0034085	 0.8056	 12.0	 21.5
0.0034085	 0.2826	 12.0	 22.0
0.0034085	 0.9888	 12.5	 22.0
0.0034085	 0.1933	 13.0	 22.0
0.0034085	 0.7045	 13.0	 22.5
0.0034085	 0.7365	 13.5	 22.5
0.0034085	 0.0782	 13.5	 23.0
0.0034085	 0.7388	 14.0	 23.0
0.0034085	 0.6006	 14.5	 23.0
0.0034085	 0.0688	 14.5	 23.5
0.0034085	 0.6061	 15.0	 23.5
0.0034085	 0.5483	 15.5	 23.5
0.0034085	 0.1713	 16.0	 23.5
0.0034085	 0.3243	 16.0	 24.0
0.0034085	 0.4475	 16.5	 24.0
0.0034085	 0.4037	 17.0	 24.0
0.0034085	 0.1962	 17.5	 24.0
0.0034085	 0.1676	 17.5	 24.5
0.0034085	 0.3274	 18.0	 24.5
0.0034085	 0.2944	 18.5	 24.5
0.0034085	 0.2643	 19.0	 24.5
0.0034085	 0.2370	 19.5	 24.5
0.0034085	 0.0585	 20.0	 24.5
0.0034085	 0.1536	 20.0	 25.0
0.0034085	 0.1896	 20.5	 25.0
0.0034085	 0.1691	 21.0	 25.0
0.0034085	 0.1506	 21.5	 25.0
0.0034085	 0.1338	 22.0	 25.0
0.0034085	 0.1186	 22.5	 25.0
0.0034085	 0.1048	 23.0	 25.0
0.0034085	 0.0924	 23.5	 25.0
0.0034085	 0.0812	 24.0	 25.0
0.0034085	 0.0711	 24.5	 25.0
