Strike	Nominal	Expiry	Mat
0.0033179999999999998	 5.7056	 0.5	 1.0
0.0033179999999999998	 0.0037	 0.5	 1.5
0.0033179999999999998	 5.6128	 1.0	 1.5
0.0033179999999999998	 4.7855	 1.0	 2.0
0.0033179999999999998	 0.7432	 1.5	 2.0
0.0033179999999999998	 5.4418	 1.5	 2.5
0.0033179999999999998	 3.2042	 1.5	 3.0
0.0033179999999999998	 2.1518	 2.0	 3.0
0.0033179999999999998	 5.2713	 2.0	 3.5
0.0033179999999999998	 1.0463	 2.0	 4.0
0.0033179999999999998	 4.1414	 2.5	 4.0
0.0033179999999999998	 3.4903	 2.5	 4.5
0.0033179999999999998	 1.6148	 3.0	 4.5
0.0033179999999999998	 5.0235	 3.0	 5.0
0.0033179999999999998	 0.2306	 3.0	 5.5
0.0033179999999999998	 4.7123	 3.5	 5.5
0.0033179999999999998	 1.4625	 3.5	 6.0
0.0033179999999999998	 3.4009	 4.0	 6.0
0.0033179999999999998	 2.1428	 4.0	 6.5
0.0033179999999999998	 2.6421	 4.5	 6.5
0.0033179999999999998	 2.3279	 4.5	 7.0
0.0033179999999999998	 2.3794	 5.0	 7.0
0.0033179999999999998	 2.0694	 5.0	 7.5
0.0033179999999999998	 2.5613	 5.5	 7.5
0.0033179999999999998	 1.4145	 5.5	 8.0
0.0033179999999999998	 3.1407	 6.0	 8.0
0.0033179999999999998	 0.4060	 6.0	 8.5
0.0033179999999999998	 3.1577	 6.5	 8.5
0.0033179999999999998	 0.9167	 7.0	 8.5
0.0033179999999999998	 1.8886	 7.0	 9.0
0.0033179999999999998	 2.4865	 7.5	 9.0
0.0033179999999999998	 0.0317	 8.0	 9.0
0.0033179999999999998	 2.1664	 8.0	 9.5
0.0033179999999999998	 1.9376	 8.5	 9.5
0.0033179999999999998	 0.2300	 9.0	 9.5
0.0033179999999999998	 1.4724	 9.0	 10.0
0.0033179999999999998	 1.4904	 9.5	 10.0
