Strike	Nominal	Expiry	Mat
0.003955	 2.7557	 0.5	 1.0
0.003955	 2.7173	 0.5	 1.5
0.003955	 2.6793	 0.5	 2.0
0.003955	 0.6845	 0.5	 2.5
0.003955	 1.9573	 1.0	 2.5
0.003955	 2.6048	 1.0	 3.0
0.003955	 2.5681	 1.0	 3.5
0.003955	 2.5319	 1.0	 4.0
0.003955	 0.6489	 1.0	 4.5
0.003955	 1.8473	 1.5	 4.5
0.003955	 2.4608	 1.5	 5.0
0.003955	 2.4258	 1.5	 5.5
0.003955	 2.3913	 1.5	 6.0
0.003955	 0.0126	 1.5	 6.5
0.003955	 2.3446	 2.0	 6.5
0.003955	 2.3234	 2.0	 7.0
0.003955	 2.2901	 2.0	 7.5
0.003955	 1.1373	 2.0	 8.0
0.003955	 1.1199	 2.5	 8.0
0.003955	 2.2247	 2.5	 8.5
0.003955	 2.1925	 2.5	 9.0
0.003955	 1.6328	 2.5	 9.5
0.003955	 0.5280	 3.0	 9.5
0.003955	 2.1294	 3.0	 10.0
0.003955	 2.0983	 3.0	 10.5
0.003955	 1.5923	 3.0	 11.0
0.003955	 0.4754	 3.5	 11.0
0.003955	 2.0374	 3.5	 11.5
0.003955	 2.0075	 3.5	 12.0
0.003955	 1.0982	 3.5	 12.5
0.003955	 0.8797	 4.0	 12.5
0.003955	 1.9487	 4.0	 13.0
0.003955	 1.9199	 4.0	 13.5
0.003955	 0.2227	 4.0	 14.0
0.003955	 1.6687	 4.5	 14.0
0.003955	 1.8632	 4.5	 14.5
0.003955	 0.8647	 4.5	 15.0
0.003955	 0.9706	 5.0	 15.0
0.003955	 1.8078	 5.0	 15.5
0.003955	 1.1085	 5.0	 16.0
0.003955	 0.6721	 5.5	 16.0
0.003955	 1.7538	 5.5	 16.5
0.003955	 1.0092	 5.5	 17.0
0.003955	 0.7181	 6.0	 17.0
0.003955	 1.7011	 6.0	 17.5
0.003955	 0.6153	 6.0	 18.0
0.003955	 1.0599	 6.5	 18.0
0.003955	 1.6196	 6.5	 18.5
0.003955	 0.0300	 7.0	 18.5
0.003955	 1.6244	 7.0	 19.0
0.003955	 0.7106	 7.0	 19.5
0.003955	 0.8888	 7.5	 19.5
0.003955	 1.1976	 7.5	 20.0
0.003955	 0.3772	 8.0	 20.0
0.003955	 1.4625	 8.0	 20.5
0.003955	 0.0879	 8.5	 20.5
0.003955	 1.5264	 8.5	 21.0
0.003955	 0.0071	 8.5	 21.5
0.003955	 1.4282	 9.0	 21.5
0.003955	 0.0673	 9.5	 21.5
0.003955	 1.1900	 9.5	 22.0
0.003955	 0.2891	 10.0	 22.0
0.003955	 0.8171	 10.0	 22.5
0.003955	 0.6389	 10.5	 22.5
0.003955	 0.3338	 10.5	 23.0
0.003955	 0.8547	 11.0	 23.0
0.003955	 0.2445	 11.5	 23.0
0.003955	 0.5061	 11.5	 23.5
0.003955	 0.6586	 12.0	 23.5
0.003955	 0.2458	 12.5	 23.5
0.003955	 0.3317	 12.5	 24.0
0.003955	 0.5059	 13.0	 24.0
0.003955	 0.4429	 13.5	 24.0
0.003955	 0.1076	 14.0	 24.0
0.003955	 0.2797	 14.0	 24.5
0.003955	 0.3384	 14.5	 24.5
0.003955	 0.2954	 15.0	 24.5
0.003955	 0.2575	 15.5	 24.5
0.003955	 0.1950	 16.0	 24.5
0.003955	 0.0293	 16.0	 25.0
0.003955	 0.1950	 16.5	 25.0
0.003955	 0.1694	 17.0	 25.0
0.003955	 0.1469	 17.5	 25.0
0.003955	 0.1272	 18.0	 25.0
0.003955	 0.1100	 18.5	 25.0
0.003955	 0.0949	 19.0	 25.0
0.003955	 0.0817	 19.5	 25.0
0.003955	 0.0702	 20.0	 25.0
0.003955	 0.0602	 20.5	 25.0
0.003955	 0.0514	 21.0	 25.0
0.003955	 0.0438	 21.5	 25.0
0.003955	 0.0372	 22.0	 25.0
0.003955	 0.0315	 22.5	 25.0
0.003955	 0.0265	 23.0	 25.0
0.003955	 0.0222	 23.5	 25.0
0.003955	 0.0185	 24.0	 25.0
0.003955	 0.0153	 24.5	 25.0
